title,price,price_label,mileage,first_registration,transmission,fuel_type,power_kW,power_PS,consumption,co2_emissions,vehicle_type,age_months,age_years
Citroen Berlingo 1.5 HDI EAT8 MPV Plus M Frei bestellbar,26980,Keine Angabe,0,2025-05-01,Automatik,Diesel,96,131,5.8,152.0,minivan,0,0
Citroen Berlingo M PureTech 110 PLUS,26990,Fairer Preis,2500,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,5,0
Citroen Berlingo Shine Elektromotor M Kamera Sitzheizung,26990,Sehr guter Preis,20,2024-10-01,Automatik,Elektro,100,136,0.0,0.0,minivan,7,0
Citroen Berlingo M PureTech 110 PLUS,26990,Guter Preis,2500,2025-01-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,4,0
Citroen Berlingo Plus M 1.2 PureTech 110 EU6e digitales Cockpit LED,26990,Keine Angabe,5,2025-02-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,3,0
Citroen Berlingo Shine M AUTOM.NAVI+CAM KLIMAAUTO SITZH.,26990,Sehr guter Preis,5235,2023-02-01,Automatik,Benzin,96,131,5.4,154.0,minivan,27,2
Citroen Berlingo M PureTech 110 PLUS,26990,Erhöhter Preis,4000,2024-11-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,6,0
Citroen Berlingo M PureTech 110 PLUS,26990,Fairer Preis,2500,2024-10-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,7,0
Citroen Berlingo PT 110 Plus M*SHZ*Kamera*,26990,Keine Angabe,17,2024-07-01,Schaltgetriebe,Benzin,81,110,6.3,145.0,minivan,10,0
Citroen Berlingo PT 110 Plus M*Kamera*SHZ*,26990,Keine Angabe,15,2024-07-01,Schaltgetriebe,Benzin,81,110,6.3,145.0,minivan,10,0
Citroen Berlingo MPV M BlueHDi 130 Navi  Apple CarPlay Android Auto,26990,Keine Angabe,10000,2023-09-01,Schaltgetriebe,Diesel,96,131,6.0,157.0,minivan,20,1
Citroen Berlingo XL BlueHDi 130 Klimaaut/Navi/PDC/7 Sitze,26999,Keine Angabe,32047,2020-08-01,Schaltgetriebe,Diesel,96,131,4.4,,minivan,57,4
Citroen Berlingo PureTech 130 XL EAT8 Klimaaut/PDC+Cam,26999,Erhöhter Preis,9010,2020-12-01,Automatik,Benzin,96,131,5.6,126.0,minivan,53,4
Citroen Berlingo Berlingo+M+PureTech+110+PLUS,27000,Guter Preis,250,2025-01-01,Schaltgetriebe,Benzin,81,110,6.3,144.0,minivan,4,0
Citroen Berlingo MPV XL PureTech 110 S&S Plus,27450,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,7.2,162.0,minivan,0,0
Citroen Berlingo MPV M HDI 130 EAT8 Plus Family Umbau,27480,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.8,152.0,minivan,2,0
Citroen Berlingo Blue-HDi 130 Max  XL 5 EAT8,27490,Sehr guter Preis,14600,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo MPV M Plus BlueHDI 100 *PRIVAT*,27490,Erhöhter Preis,10,2025-01-01,Schaltgetriebe,Diesel,75,102,5.4,142.0,minivan,4,0
Citroen Berlingo Berlingo M PureTech 110 Plus 180°Cam Style Pa.,27535,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,6.4,145.0,minivan,0,0
Citroen Berlingo Klima Rückfahrkamera Sitzheizung Fenster el.,27590,Sehr guter Preis,100,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
"Citroen Berlingo XL 100 Plus 16Z 7-S 10""-DAB PDC PrivG",27688,Keine Angabe,10,2025-04-01,Schaltgetriebe,Diesel,75,102,5.6,146.0,minivan,1,0
Citroen Berlingo E-Berlingo M 136 Shine | RCam - SH - TMP - PDC,27700,Keine Angabe,6500,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo PureTech 110 Plus,27880,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,0,0
Citroen Berlingo Plus M 1.5 BlueHDi 100 FAP EU6e digitales Cockpit,27890,Keine Angabe,2999,2025-03-01,Schaltgetriebe,Diesel,75,102,5.3,139.0,minivan,2,0
Citroen Berlingo MPV Feel M,27900,Keine Angabe,30,2025-02-01,Schaltgetriebe,Benzin,81,110,6.8,152.0,minivan,3,0
Citroen Berlingo MPV M PureTech 110 PLUS,27900,Fairer Preis,150,2024-12-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,5,0
Citroen Berlingo PKW Pure Tec 110 Plus,27950,Fairer Preis,1500,2025-04-01,Schaltgetriebe,Benzin,80,109,6.4,144.0,minivan,1,0
Citroen Berlingo M 136 Elektromotor Shine HUD SpurH LM,27980,Guter Preis,10,2022-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,29,2
"Citroen Berlingo XL 100 Plus 16Z 7-S 10""-DAB PDC PrivG 75 kW (10...",27988,Keine Angabe,10,2025-04-01,Schaltgetriebe,Diesel,75,102,5.6,146.0,minivan,1,0
Citroen Berlingo e Shine Elektromotor XL 136 SHZ,27990,Sehr guter Preis,120,2024-10-01,Automatik,Elektro,100,136,0.0,0.0,minivan,7,0
Citroen Berlingo XL Blue HDi 100 PLUS 6-Gang Schaltung,27990,Keine Angabe,10266,2024-06-01,Schaltgetriebe,Diesel,75,102,5.9,,minivan,11,0
Citroen Berlingo e- 136 Feel,27990,Keine Angabe,77,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,minivan,22,1
Citroen Berlingo ë-Berlingo+XL+Elektromotor+136+SHINE,28000,Erhöhter Preis,12000,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo 1.5 BlueHDi 130 PDC Navi LED,28100,Keine Angabe,2435,2024-05-01,Schaltgetriebe,Diesel,96,131,5.6,146.0,minivan,12,1
Citroen Berlingo 1.2 12V e-THP / PureTech,28170,Keine Angabe,80,2025-05-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,0,0
Citroen Berlingo M PureTech 110 S&S Plus,28230,Keine Angabe,1,2025-05-01,Schaltgetriebe,Benzin,81,110,6.4,145.0,minivan,0,0
Citroen Berlingo Shine Elektromotor M,28300,Fairer Preis,1500,2023-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,23,1
Citroen Berlingo Berlingo M PureTech 110 Plus 180°Cam Style Pa.,28435,Keine Angabe,5,2025-05-01,Schaltgetriebe,Benzin,81,110,6.4,144.0,minivan,0,0
Citroen Berlingo XL BlueHDi 130 S&S EAT8 Shine AHK,28440,Fairer Preis,42710,2021-02-01,Automatik,Diesel,96,131,,,minivan,51,4
Citroen Berlingo -e Feel Rückfahrkam. Techno-Paket Winter Apple Car,28440,Keine Angabe,12,2023-12-01,Automatik,Elektro,100,136,0.0,0.0,minivan,17,1
Citroen Berlingo Max XL,28450,Sehr guter Preis,25801,2024-05-01,Automatik,Diesel,96,131,5.7,1495.0,minivan,12,1
Citroen Berlingo XL EAT8 Klimaaut/Navi/PDC+Cam/7-Sitze,28490,Fairer Preis,42200,2023-04-01,Automatik,Benzin,96,131,5.6,127.0,minivan,25,2
Citroen Berlingo MPV XL Plus BlueHDI 100 *PRIVAT*,28490,Erhöhter Preis,10,2025-01-01,Schaltgetriebe,Diesel,75,102,5.5,145.0,minivan,4,0
Citroen Berlingo XL BlueHDi 130 EAT8 SHINE,28500,Fairer Preis,48200,2020-08-01,Automatik,Diesel,96,131,,,minivan,57,4
Citroen Berlingo e-Berlingo Feel Pack M 136 +PANO+CAM+CARPLAY+,28500,Fairer Preis,13833,2022-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,36,3
Citroen Berlingo XL BlueHDi 130 Shine,28740,Fairer Preis,40959,2021-02-01,Automatik,Diesel,96,131,,,minivan,51,4
Citroen Berlingo Feel Elektromotor M,28790,Keine Angabe,12000,2023-03-01,Automatik,Elektro,100,136,0.0,0.0,minivan,26,2
Citroen Berlingo Shine Elektromotor HUD Navi Digitales Cockpit Appl,28790,Guter Preis,20,2023-02-01,Automatik,Elektro,100,136,0.0,0.0,minivan,27,2
Citroen Berlingo ë-Berlingo Berlingo M Elektro 136 Feel*,28840,Keine Angabe,5,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo XL 7-Sitzer BlueHDi Klimaaut/Kamera/Alu,28880,Fairer Preis,16200,2023-03-01,Schaltgetriebe,Diesel,96,131,4.7,,minivan,26,2
Citroen Berlingo Max XL EAT8,28900,Keine Angabe,25412,2024-05-01,Automatik,Diesel,96,131,4.5,128.0,minivan,12,1
Citroen Berlingo Shine Elektromotor M,28900,Erhöhter Preis,1500,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo PlusM110+ AHK-RF Kamera-uvm. +,28950,Keine Angabe,100,2024-09-01,Schaltgetriebe,Benzin,81,110,6.4,143.0,minivan,8,0
Citroen Berlingo 136 Shine Elektromotor M HUD SpurH LM,28980,Fairer Preis,10,2023-04-01,Automatik,Elektro,100,136,0.0,0.0,minivan,25,2
Citroen Berlingo 136 Shine Elektromotor M HUD SpurH LM,28980,Fairer Preis,10,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo 136 Shine Elektromotor XL Navi SpurH,28990,Keine Angabe,1000,2024-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,11,0
Citroen Berlingo Plus M 1.5 BlueHDi 100 FAP EU6e digitales Cockpit,28990,Keine Angabe,5,2024-12-01,Schaltgetriebe,Diesel,75,102,5.3,139.0,minivan,5,0
Citroen Berlingo PureTech 130 XL EAT8 Klimaaut/PDC+Cam,28999,Fairer Preis,28150,2023-06-01,Automatik,Benzin,96,131,5.6,126.0,minivan,23,1
Citroen Berlingo Berlingo M BlueHDi 130 Max +Kamera+SHZ+Keyless+,29440,Keine Angabe,3500,2025-02-01,Schaltgetriebe,Diesel,96,131,5.6,146.0,minivan,3,0
Citroen Berlingo Max XL 130 HDi / LED NAVI KAM *7.SITZE*,29470,Guter Preis,23500,2024-06-01,Automatik,Diesel,96,131,,,minivan,11,0
Citroen Berlingo MPV M HDI 130 EAT8 Plus *Lagerwagen*,29480,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.8,152.0,minivan,2,0
Citroen Berlingo Shine XL/Automatik/7-Sitzer/Ambiente/Alu,29490,Erhöhter Preis,42800,2023-03-01,Automatik,Benzin,96,131,5.6,127.0,minivan,26,2
Citroen Berlingo MPV BlueHdi EAT8 Plus M Musketier Umbau,29780,Keine Angabe,50,2025-03-01,Automatik,Diesel,96,131,5.8,152.0,minivan,2,0
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,29800,Fairer Preis,24500,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo ë-Berlingo Berlingo M Elektro Shine 136-50,29840,Keine Angabe,5,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo 136 Feel Elektromotor M Navi PDC SpurH,29880,Keine Angabe,2400,2024-03-01,Automatik,Elektro,56,76,0.0,0.0,minivan,14,1
Citroen Berlingo Plus XL,29900,Keine Angabe,10,2025-01-01,Schaltgetriebe,Diesel,96,131,5.7,150.0,minivan,4,0
Citroen Berlingo Plus XL,29900,Keine Angabe,20,2025-02-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,3,0
Citroen Berlingo ë- M Elektromotor 136 FEEL,29900,Erhöhter Preis,5500,2024-01-01,Automatik,Elektro,100,136,0.0,0.0,minivan,16,1
Citroen Berlingo Max XL 7-Sitzer Blue HDI 130 EAT8,29950,Fairer Preis,26200,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo e Shine Winter-Paket Techno Paket Plus digitales C,29955,Keine Angabe,12,2023-10-01,Automatik,Elektro,100,136,0.0,0.0,minivan,19,1
Citroen Berlingo 130 EAT8 FACELIFT MAX Nav Keyl Kam PDC,29961,Keine Angabe,10,2025-04-01,Automatik,Diesel,96,131,5.6,146.0,minivan,1,0
Citroen Berlingo 130 EAT8 MAX Nav Kam Keyl 2xSchiebetür,29961,Keine Angabe,10,2025-02-01,Automatik,Diesel,96,131,5.5,145.0,minivan,3,0
Citroen Berlingo 130 EAT8 FACELIFT MAX Nav Keyl Kam PDC,29961,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.6,146.0,minivan,2,0
Citroen Berlingo Shine Elektromotor M,29980,Keine Angabe,17800,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo Feel VfW,29980,Keine Angabe,2500,2023-02-01,Schaltgetriebe,Benzin,81,110,5.3,125.0,minivan,27,2
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,29990,Keine Angabe,39900,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo 1.5 BlueHDi Max 130 EAT8 XL 7Sitzer,29990,Fairer Preis,24100,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo Plus XL 1.5 BlueHDi 130 FAP EU6e digitales Cockpit,29990,Keine Angabe,5,2025-02-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,3,0
Citroen Berlingo Elektro 136 Shine M,29990,Fairer Preis,4750,2024-02-01,Automatik,Elektro,100,136,0.0,0.0,minivan,15,1
Citroen Berlingo Shine XL AUTOM. 7SITZER KLIMAAUTO CAM,29990,Erhöhter Preis,22000,2023-06-01,Automatik,Benzin,96,131,5.6,157.0,minivan,23,1
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,29990,Fairer Preis,20070,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,29990,Fairer Preis,21990,2024-05-01,Automatik,Diesel,96,131,6.5,,minivan,12,1
Citroen Berlingo M Elektromotor 136 Shine,29990,Keine Angabe,318,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo AUTOM. PANO NAVI+CAM  KLIMAAUTOMATIK,29990,Guter Preis,13000,2023-04-01,Automatik,Benzin,96,131,5.4,124.0,minivan,25,2
"Citroen Berlingo ë-Berlingo SHINE M TOP *ab 0,99% eff. Zins!*",29990,Erhöhter Preis,12900,2023-03-01,Automatik,Elektro,100,136,0.0,0.0,minivan,26,2
Citroen Berlingo XL EAT8 Klimaaut/Navi/PDC+Cam/7-Sitze,29999,Erhöhter Preis,25900,2020-09-01,Automatik,Benzin,96,131,5.6,127.0,minivan,56,4
Citroen Berlingo Max XL BlueHDi 130 Autom. +7 SItze+Navi+Allwetter+,30398,Sehr guter Preis,23900,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo Max XL 1.5 BlueHDi 130 Automatik 7 Sitz,30400,Guter Preis,21500,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo M BlueHDi 130 MAX  XTR,30450,Keine Angabe,10,2025-05-01,Schaltgetriebe,Diesel,96,131,4.8,118.0,minivan,0,0
"Citroen Berlingo Max XL BlueHDI 130 EAT8,NAV,LED,7 Sitze",30450,Fairer Preis,19900,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo 1.5 BlueHDi 130 XL Plus+Spurhalteassistent+LED+Tem,30490,Erhöhter Preis,9900,2024-06-01,Schaltgetriebe,Diesel,96,131,5.6,148.0,minivan,11,0
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,30490,Fairer Preis,23769,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,30490,Fairer Preis,26189,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
"Citroen Berlingo 130 EAT8 MAX Keyl 10""-HD Kam 2xSchiebe 96 kW (1...",30605,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.5,145.0,minivan,2,0
Citroen Berlingo Kombi XL BlueHDi 130 EAT8 Max NAVI SHZ,30690,Keine Angabe,24444,2024-05-01,Automatik,Diesel,96,131,5.6,151.0,minivan,12,1
Citroen Berlingo Max M BlueHDI 130 XTR Modutop Techno& Winterpaket,30730,Keine Angabe,20,2025-01-01,Schaltgetriebe,Diesel,96,131,5.6,147.0,minivan,4,0
"Citroen Berlingo 130 EAT8 MAX Keyl 10""-HD Kam 2xSchiebe 96 kW (1...",30779,Keine Angabe,10,2025-04-01,Automatik,Diesel,96,131,5.5,145.0,minivan,1,0
Citroen Berlingo 130 EAT8 FACELIFT MAX Nav Keyl Kam PDC 96 kW (1...,30779,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.6,146.0,minivan,2,0
Citroen Berlingo 130 EAT8 FACELIFT MAX Nav Keyl Kam PDC 96 kW (1...,30780,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.6,146.0,minivan,2,0
Citroen Berlingo Berlingo XL BlueHDi 130 Max +SHZ+7-Sitze+Kamera,30840,Keine Angabe,3500,2025-03-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,2,0
Citroen Berlingo M MAX BlueHDi 130 Techno Winter Schiebedach,30890,Keine Angabe,1900,2024-05-01,Schaltgetriebe,Diesel,96,131,6.8,145.0,minivan,12,1
Citroen Berlingo M BlueHDi 130 MAX*LED*FACELIFT*SZH*NAVI*,30900,Sehr guter Preis,10,2025-03-01,Schaltgetriebe,Diesel,96,131,5.6,146.0,minivan,2,0
"Citroen Berlingo Max M, 5Sitze,LED, 2Schiebe,Garantie",30900,Sehr guter Preis,15,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo ë-Berlingo XL Elektromotor 136 SHINE,30900,Erhöhter Preis,10000,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo Shine Elektromotor M,30900,Erhöhter Preis,50,2023-01-01,Automatik,Elektro,100,136,0.0,0.0,minivan,28,2
Citroen Berlingo Max XL 7-Sitzer,30950,Erhöhter Preis,18900,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo BlueHDi 130 S&S EAT8 M MAX,30980,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.5,145.0,minivan,2,0
Citroen Berlingo Max M,30990,Guter Preis,10,2025-03-01,Schaltgetriebe,Diesel,96,131,5.5,139.0,minivan,2,0
Citroen Berlingo XL BlueHDi 130 EAT8 MAX/neues Modell/ 7 Sitzer,30990,Fairer Preis,25025,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo Max XL BlueHDi 130 FAP LED Navi PDC,31240,Fairer Preis,26730,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
"Citroen Berlingo PLUS 136 100 kW (136 PS), Automatik, Frontantrieb",31289,Keine Angabe,0,2025-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,0,0
Citroen Berlingo BlueHDI 130 Max EAT8,31400,Keine Angabe,4,2025-05-01,Automatik,Diesel,96,131,5.5,145.0,minivan,0,0
Citroen Berlingo Shine elektro RückCam Sitzheizung,31455,Keine Angabe,12,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo Berlingo Max XL +Navi+SHZ+Lenkradhzg+7 Sitzer,31480,Fairer Preis,22700,2024-05-01,Automatik,Diesel,96,131,5.8,151.0,minivan,12,1
Citroen Berlingo MAX M 1.5 BlueHDi 130 EAT8 inkl. Winterpaket,31490,Keine Angabe,10,2025-01-01,Automatik,Diesel,96,131,5.6,146.0,minivan,4,0
Citroen Berlingo Max M,31580,Guter Preis,10,2024-05-01,Automatik,Diesel,96,131,5.5,145.0,minivan,12,1
Citroen Berlingo Max M,31590,Fairer Preis,10,2025-03-01,Schaltgetriebe,Diesel,96,131,5.6,146.0,minivan,2,0
Citroen Berlingo 1.5 BLUEHDI 130 Max M *LED*R.KAM*NAVIG* Klima,31690,Fairer Preis,10,2024-11-01,Automatik,Diesel,96,131,5.5,145.0,minivan,6,0
Citroen Berlingo XL BlueHDi 130 PLUS 7-Sitzer*Sitzh.Lenkradh.,31707,Keine Angabe,0,2025-05-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,0,0
Citroen Berlingo XL BlueHDi 130 EAT8 Max LED 7-SITZER,31890,Erhöhter Preis,28950,2024-05-01,Automatik,Diesel,96,131,,,minivan,12,1
Citroen Berlingo Feel Elektromotor M,31900,Erhöhter Preis,50,2024-01-01,Automatik,Elektro,100,136,0.0,0.0,minivan,16,1
Citroen Berlingo XL BlueHDi 130 Plus,31900,Keine Angabe,10,2024-11-01,Schaltgetriebe,Diesel,96,131,5.6,148.0,minivan,6,0
Citroen Berlingo BlueHDi 130 XL Max Autom. *Navi*7 Sitze,31950,Erhöhter Preis,18300,2024-05-01,Automatik,Diesel,96,131,,148.0,minivan,12,1
"Citroen Berlingo 1.5 BlueHDi 130FAP Navi,Lenkradheizung",31980,Sehr guter Preis,50,2025-01-01,Automatik,Diesel,96,131,5.6,146.0,minivan,4,0
Citroen Berlingo BlueHDi 130 S&S EAT8 M MAX *Lagerwagen*,31980,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,6.4,145.0,minivan,2,0
Citroen Berlingo M BlueHDi 130 S&S Max Navi LED Sitz & Lenkradheiz,31980,Keine Angabe,6000,2024-05-01,Schaltgetriebe,Diesel,96,131,5.5,145.0,minivan,12,1
Citroen Berlingo Max M,31990,Keine Angabe,20,2024-11-01,Schaltgetriebe,Diesel,96,131,5.2,135.0,minivan,6,0
Citroen Berlingo XL 7-Sitzer 130 EAT8 SHINE Navi+Cam,31999,Erhöhter Preis,21200,2022-02-01,Automatik,Benzin,96,131,5.6,127.0,minivan,39,3
Citroen Berlingo Shine Elektromotor M,32000,Keine Angabe,500,2024-06-01,Automatik,Elektro,100,136,0.0,0.0,minivan,11,0
Citroen Berlingo Berlingo BlueHDi 130 EAT8 MAX +Winter+Techno+XTR,32440,Keine Angabe,3500,2025-04-01,Automatik,Diesel,96,131,5.5,145.0,minivan,1,0
"Citroen Berlingo MAX 136 100 kW (136 PS), Automatik, Frontantrieb",32537,Keine Angabe,0,2025-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,0,0
Citroen Berlingo Max M BlueHDi130,32550,Keine Angabe,7600,2024-05-01,Schaltgetriebe,Diesel,96,131,5.6,146.0,minivan,12,1
Citroen Berlingo BlueHDi 130 Max M - XTR/AHK/MyCitroen Drive,32690,Guter Preis,1950,2025-02-01,Automatik,Diesel,96,131,,,minivan,3,0
Citroen Berlingo M BlueHDi 130 EAT8 MAX,32700,Keine Angabe,10,2025-05-01,Automatik,Diesel,96,131,4.8,125.0,minivan,0,0
Citroen Berlingo Shine XL 136 NAVI CONNECT-PAKET WINTER-PAKET LM-FE,32790,Erhöhter Preis,10,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo Shine XL 136 NAVI CONNECT-PAKET WINTER-PAKET LM-FE,32790,Erhöhter Preis,5,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo M BlueHDi 130 EAT8 S&S MAX,32850,Keine Angabe,4900,2025-01-01,Automatik,Diesel,96,131,5.5,145.0,minivan,4,0
Citroen Berlingo ë-Berlingo XL Elektromotor 136 SHINE,32890,Erhöhter Preis,256,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo Max XL 1.5 BlueHDi 130 FAP EU6e Navi digitales Coc,32990,Keine Angabe,10000,2024-10-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,7,0
Citroen Berlingo Shine Elektromotor M 136 HUD Navi digitales Cockpi,32990,Keine Angabe,4962,2023-05-01,Automatik,Elektro,100,136,0.0,0.0,minivan,24,2
Citroen Berlingo Berlingo XL BHDi 130 Max +Kamera+Nav+beh.Lenkrad,33440,Keine Angabe,3500,2025-04-01,Automatik,Diesel,96,131,5.8,151.0,minivan,1,0
"Citroen Berlingo Plus XL, 7 Sitzer, Schalter, Garantie",33500,Erhöhter Preis,10,2025-02-01,Schaltgetriebe,Diesel,96,131,5.8,150.0,minivan,3,0
Citroen Berlingo Max XL,33900,Keine Angabe,25,2025-05-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,0,0
Citroen Berlingo Max XL,33900,Hoher Preis,101,2024-10-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,7,0
Citroen Berlingo Max XL Blue HDI 130 SOFORT VERFÜGBAR,33900,Keine Angabe,13,2024-10-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,7,0
Citroen Berlingo Max XL BlueHDi 130 SOFORT VERFÜGBAR,33900,Keine Angabe,11,2024-11-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,6,0
Citroen Berlingo Max XL BlueHDi 130 SOFORT VERFÜGBAR,33900,Keine Angabe,12,2024-10-01,Schaltgetriebe,Diesel,96,131,5.8,151.0,minivan,7,0
Citroen Berlingo ë-Berlingo M Elektromotor 136 SHINE (E),33915,Keine Angabe,5,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,minivan,20,1
Citroen Berlingo Max M BlueHDi 130 EAT8 XTR Navi PDC+Kamera Panoram,33990,Keine Angabe,12000,2024-12-01,Automatik,Diesel,96,131,5.6,146.0,minivan,5,0
Citroen Berlingo Panorama Navi LED ACC Apple CarPlay Android Auto K,33999,Fairer Preis,10,2024-10-01,Automatik,Diesel,96,131,5.8,148.0,minivan,7,0
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,34490,Fairer Preis,2500,2025-03-01,Automatik,Diesel,96,131,5.8,151.0,minivan,2,0
"Citroen Berlingo ë-Berlingo 136 SHINE M, AHK, PanoDach",34510,Keine Angabe,10000,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,minivan,21,1
Citroen Berlingo Max XL 1.5 BHDi 130 Navi D.Cockpit LED ACC Apple C,34940,Keine Angabe,9000,2024-12-01,Automatik,Diesel,96,131,5.8,151.0,minivan,5,0
Citroen Berlingo XL Navi LED ACC Apple CarPlay Android Auto Klima,34999,Erhöhter Preis,10,2024-10-01,Automatik,Diesel,96,131,5.6,148.0,minivan,7,0
Citroen Berlingo XL BlueHDi 130 EAT8 MAX,35590,Fairer Preis,2500,2025-03-01,Automatik,Diesel,96,131,5.8,151.0,minivan,2,0
Citroen Berlingo BlueHDi 130 S&S XL MAX*7Sitzer*Sitzheiz,35890,Keine Angabe,20,2025-04-01,Schaltgetriebe,Diesel,96,131,5.5,145.0,minivan,1,0
Citroen Berlingo XL S&S Max1.5 BlueHDi+Vorrüstung AHK+Techno+Drive,36490,Keine Angabe,42,2024-12-01,Automatik,Diesel,96,131,5.6,148.0,minivan,5,0
Citroen Berlingo Blue HDi 130 EAT8 Max XL 7Sitzer,36500,Keine Angabe,10,2024-11-01,Automatik,Diesel,96,131,5.8,151.0,minivan,6,0
Citroen Berlingo Max M 1.5 BlueHDi 130 EAT8,36980,Keine Angabe,10,2025-03-01,Automatik,Diesel,96,131,5.6,146.0,minivan,2,0
Citroen Berlingo BlueHDi 130 EAT8 XL MAX*7-SITZER*NAVI*,36980,Keine Angabe,20,2025-05-01,Automatik,Diesel,96,131,5.5,148.0,minivan,0,0
Citroen Berlingo Behindertengerechtes Fahrzeug mit Rampe,37950,Keine Angabe,500,2025-05-01,Schaltgetriebe,Diesel,96,131,5.6,147.0,minivan,0,0
